CustomerID,Age,Income,EmploymentType,ResidenceType,CreditScore,LoanAmount,LoanTerm,PreviousDefault,RiskCategory
2548,45,12884,Unemployed,Parental Home,465,393670,239,No,Medium
2549,24,5723,Salaried,Owned,672,77493,183,No,Very High
2550,49,7761,Self-employed,Owned,806,24076,142,Yes,High
2551,28,10630,Salaried,Owned,632,230806,21,Yes,Very High
2552,27,19375,Self-employed,Rented,511,16261,67,Yes,Low
2553,26,44509,Salaried,Rented,588,436208,44,No,Very High
2554,31,28218,Salaried,Parental Home,465,460278,255,Yes,Very High
2555,30,33565,Salaried,Rented,425,425690,237,Yes,Very High
2556,42,40118,Unemployed,Owned,456,229591,239,No,High
2557,19,35975,Unemployed,Owned,331,345391,256,No,Very High
2558,52,30073,Unemployed,Parental Home,573,306678,114,No,High
2559,24,7190,Unemployed,Owned,600,15090,208,No,Medium
2560,38,4883,Unemployed,Parental Home,320,199390,312,Yes,Very High
2561,35,5886,Salaried,Parental Home,823,299915,324,Yes,Low
2562,20,11953,Unemployed,Owned,575,83292,220,Yes,Medium
2563,59,11381,Self-employed,Rented,306,337439,203,No,High
2564,56,26238,Salaried,Owned,754,360881,138,No,High
2565,58,16795,Salaried,Owned,429,253694,21,No,Very High
2566,66,33428,Self-employed,Parental Home,598,435617,341,Yes,High
2567,28,12638,Unemployed,Rented,396,405577,77,Yes,Very High
2568,56,7931,Self-employed,Parental Home,576,318703,352,Yes,Low
2569,41,45623,Salaried,Owned,584,138639,169,Yes,Low
2570,63,41492,Salaried,Parental Home,472,194512,267,No,Medium
2571,36,29411,Salaried,Parental Home,631,342857,349,No,High
2572,21,48188,Self-employed,Owned,504,40917,46,No,Low
2573,43,23534,Unemployed,Parental Home,402,160283,320,Yes,High
2574,55,39828,Salaried,Owned,659,496329,178,Yes,Low
2575,59,32181,Unemployed,Parental Home,430,248779,33,Yes,Medium
2576,49,40533,Salaried,Rented,338,248554,78,Yes,Very High
2577,56,22996,Unemployed,Owned,606,110142,209,No,Very High
2578,62,9553,Self-employed,Rented,819,465109,111,No,High
2579,63,43146,Salaried,Parental Home,345,355292,347,Yes,Low
2580,53,21073,Salaried,Rented,493,92535,206,Yes,Medium
2581,57,10130,Salaried,Rented,817,127958,111,Yes,Medium
2582,54,32405,Self-employed,Rented,468,424366,86,No,Very High
2583,50,38954,Self-employed,Parental Home,421,127161,28,Yes,Low
2584,53,8789,Unemployed,Owned,548,461723,158,Yes,Medium
2585,20,31930,Self-employed,Parental Home,506,268749,261,Yes,Low
2586,26,20529,Salaried,Parental Home,414,377891,266,Yes,High
2587,25,10942,Unemployed,Parental Home,538,77820,199,No,Medium
2588,50,10548,Self-employed,Owned,375,190199,339,No,High
2589,23,21296,Unemployed,Parental Home,468,491314,357,No,Very High
2590,58,35244,Unemployed,Parental Home,347,321865,251,No,Very High
2591,56,3296,Unemployed,Owned,369,185251,318,No,Low
2592,21,5409,Salaried,Owned,807,247273,187,Yes,High
2593,30,37229,Salaried,Owned,454,313173,324,Yes,Very High
2594,66,33846,Self-employed,Rented,760,284880,43,Yes,Very High
2595,19,38036,Salaried,Owned,672,139806,346,Yes,Medium
2596,22,42322,Unemployed,Rented,501,274675,133,Yes,Medium
2597,61,30167,Unemployed,Rented,616,300330,335,Yes,Medium
2598,44,31991,Salaried,Parental Home,750,312221,39,No,Medium
2599,49,20801,Unemployed,Rented,395,308364,200,Yes,Low
2600,38,10358,Salaried,Parental Home,795,89027,344,Yes,High
2601,25,25588,Unemployed,Rented,661,180016,151,No,Low
2602,55,20671,Self-employed,Owned,756,461092,282,No,Medium
2603,25,20502,Self-employed,Parental Home,477,76842,296,No,High
2604,67,28128,Salaried,Rented,428,315385,354,Yes,Very High
2605,20,34645,Salaried,Parental Home,789,462057,280,Yes,Medium
2606,61,10637,Salaried,Owned,338,140363,305,No,High
2607,20,3660,Salaried,Rented,757,85496,197,No,High
2608,39,44675,Salaried,Rented,649,341776,121,No,Medium
2609,23,9922,Unemployed,Owned,751,367674,266,No,Low
2610,19,31161,Self-employed,Rented,679,307572,46,Yes,Medium
2611,40,47721,Unemployed,Rented,408,17612,343,No,High
2612,61,6970,Self-employed,Parental Home,507,193983,233,No,Low
2613,19,6407,Unemployed,Rented,540,266466,121,Yes,Low
2614,55,30843,Unemployed,Owned,387,218770,272,Yes,Low
2615,34,12046,Unemployed,Rented,698,325413,13,No,Low
2616,52,26800,Salaried,Parental Home,561,486394,245,Yes,High
2617,51,17547,Self-employed,Rented,624,232684,297,Yes,High
2618,40,40528,Salaried,Parental Home,670,163886,110,No,Medium
2619,47,34389,Salaried,Rented,404,61673,130,No,High
2620,69,33346,Unemployed,Parental Home,397,216058,21,Yes,Medium
2621,25,25748,Self-employed,Parental Home,786,82207,84,No,Very High
2622,39,49233,Self-employed,Rented,395,55767,220,No,High
2623,61,39855,Self-employed,Owned,771,465601,135,Yes,Medium
2624,53,28848,Self-employed,Owned,345,315045,49,Yes,Low
2625,22,10607,Salaried,Rented,330,301855,105,Yes,Low
2626,30,39787,Salaried,Rented,707,318666,244,Yes,High
2627,46,36583,Self-employed,Rented,674,438692,174,Yes,Very High
2628,48,15563,Salaried,Rented,681,111537,338,No,Low
2629,64,49060,Self-employed,Rented,788,264531,151,Yes,Medium
2630,33,36690,Salaried,Owned,608,253950,253,No,Medium
2631,59,48697,Unemployed,Parental Home,434,148933,181,No,Low
2632,47,32176,Unemployed,Parental Home,627,291362,109,No,Low
2633,33,17925,Self-employed,Owned,498,203428,78,No,Low
2634,29,24251,Self-employed,Owned,559,133449,300,No,Very High
2635,34,20648,Salaried,Parental Home,423,13632,115,Yes,Very High
2636,33,23108,Self-employed,Owned,681,34884,152,No,High
2637,29,13979,Self-employed,Rented,806,52388,214,No,Medium
2638,25,5722,Salaried,Owned,408,308207,301,Yes,High
2639,37,8355,Self-employed,Owned,340,464320,317,No,High
2640,20,49069,Self-employed,Owned,744,243024,148,Yes,Medium
2641,33,31799,Unemployed,Owned,445,136382,274,No,Medium
2642,47,38318,Unemployed,Parental Home,475,301819,117,Yes,Medium
2643,62,35705,Unemployed,Parental Home,578,14899,141,Yes,High
2644,40,46909,Self-employed,Parental Home,679,467207,272,No,Very High
2645,45,26070,Salaried,Parental Home,464,383523,124,Yes,Medium
2646,68,14284,Unemployed,Rented,785,110636,333,Yes,Low
2647,57,24737,Self-employed,Rented,660,9502,127,No,Very High
2648,22,26241,Unemployed,Parental Home,472,415180,149,No,Very High
2649,37,30414,Salaried,Parental Home,476,318311,172,No,Very High
2650,57,23895,Salaried,Parental Home,348,455011,119,No,Very High
2651,61,29771,Salaried,Owned,410,395201,259,No,Medium
2652,18,4384,Salaried,Rented,509,339542,145,No,High
2653,47,25689,Salaried,Rented,454,271199,25,Yes,Low
2654,38,30475,Salaried,Owned,572,490972,89,No,Low
2655,37,11252,Self-employed,Owned,754,154316,282,No,High
2656,23,33844,Unemployed,Owned,615,16876,236,No,High
2657,39,33151,Salaried,Rented,514,110722,132,No,Very High
2658,35,43006,Unemployed,Owned,629,467043,234,No,Medium
2659,25,26365,Unemployed,Owned,443,163879,220,No,Low
2660,56,9026,Self-employed,Owned,653,390210,251,No,Very High
2661,49,35767,Salaried,Parental Home,580,466695,32,No,Very High
2662,50,31523,Salaried,Owned,621,279363,296,No,Medium
2663,33,13482,Self-employed,Parental Home,605,113118,340,Yes,Low
2664,29,49569,Self-employed,Rented,778,449879,104,Yes,High
2665,55,44432,Self-employed,Rented,689,264569,266,Yes,Very High
2666,69,28108,Self-employed,Rented,363,425169,173,No,Low
2667,51,3493,Self-employed,Parental Home,564,453860,314,No,Low
2668,31,19465,Unemployed,Owned,305,159099,263,Yes,Very High
2669,53,42767,Self-employed,Rented,467,258594,276,No,Low
2670,50,32550,Salaried,Owned,654,154346,199,Yes,Medium
2671,40,16833,Salaried,Parental Home,472,361841,123,No,Low
2672,67,5970,Self-employed,Rented,418,315252,41,No,Medium
2673,62,35779,Self-employed,Owned,525,79007,284,No,Very High
2674,19,32958,Self-employed,Owned,473,300766,326,No,Low
2675,58,20145,Self-employed,Rented,428,363210,179,Yes,Medium
2676,38,38953,Self-employed,Owned,486,206891,107,No,Medium
2677,19,4806,Salaried,Parental Home,362,34676,146,Yes,Low
2678,44,8664,Unemployed,Rented,573,283925,49,No,Very High
2679,26,31900,Self-employed,Rented,509,348107,299,Yes,High
2680,18,17126,Self-employed,Rented,492,427315,80,No,High
2681,28,48662,Self-employed,Rented,831,8503,245,No,Low
2682,20,8154,Salaried,Parental Home,481,299761,78,No,Low
2683,69,25208,Salaried,Parental Home,527,156926,67,No,High
2684,40,16767,Unemployed,Owned,388,344743,287,Yes,Very High
2685,43,23043,Unemployed,Parental Home,443,421759,203,Yes,Medium
2686,21,4525,Unemployed,Owned,549,320091,131,Yes,High
2687,35,36528,Unemployed,Owned,524,38399,22,Yes,Very High
2688,23,19978,Salaried,Rented,467,86808,157,Yes,High
2689,52,49648,Unemployed,Owned,409,122724,25,No,Very High
2690,39,4055,Self-employed,Rented,472,17984,45,Yes,High
2691,60,13046,Salaried,Owned,810,67886,215,Yes,Very High
2692,32,38851,Salaried,Parental Home,596,5927,97,Yes,Very High
2693,39,18678,Salaried,Rented,542,199499,165,No,Very High
2694,54,47876,Self-employed,Owned,508,479839,181,Yes,Medium
2695,69,29624,Salaried,Parental Home,542,326515,178,Yes,Very High
2696,59,45418,Self-employed,Parental Home,553,267121,196,Yes,High
2697,29,41725,Unemployed,Rented,381,96777,317,Yes,Very High
2698,64,8255,Salaried,Rented,733,111573,124,No,Very High
2699,66,12411,Self-employed,Rented,774,98353,155,No,Low
2700,59,45459,Salaried,Owned,842,153517,329,Yes,Very High
2701,55,39163,Unemployed,Rented,303,372158,222,No,Very High
2702,35,36971,Salaried,Parental Home,493,413502,202,No,Low
2703,62,34235,Unemployed,Parental Home,355,204969,297,Yes,Medium
2704,52,22194,Salaried,Rented,560,232885,193,No,Very High
2705,47,22476,Self-employed,Rented,679,99378,166,No,Low
2706,41,6044,Unemployed,Parental Home,786,288265,353,No,Very High
2707,59,43040,Salaried,Owned,395,317995,203,No,Medium
2708,47,24057,Unemployed,Parental Home,635,469453,92,No,High
2709,31,6514,Unemployed,Parental Home,628,119979,346,No,Very High
2710,23,12990,Self-employed,Parental Home,795,21964,343,No,High
2711,20,41960,Self-employed,Rented,818,492845,60,No,Low
2712,33,46535,Self-employed,Owned,424,9200,315,Yes,Very High
2713,24,10507,Self-employed,Owned,559,232893,66,No,Low
2714,69,7857,Unemployed,Rented,849,493853,347,No,High
2715,31,15118,Unemployed,Parental Home,307,202487,78,No,Very High
2716,26,6146,Salaried,Rented,672,465234,126,Yes,High
2717,32,29401,Salaried,Rented,521,364274,123,Yes,Low
2718,38,29177,Salaried,Owned,830,146559,170,No,Medium
2719,52,41524,Self-employed,Owned,649,143142,118,Yes,Medium
2720,19,7414,Unemployed,Rented,330,470204,37,Yes,Medium
2721,44,20494,Unemployed,Rented,657,426236,121,No,Low
2722,19,23437,Salaried,Owned,321,391153,77,Yes,Medium
2723,52,6937,Salaried,Owned,588,76516,216,Yes,Very High
2724,35,39731,Unemployed,Parental Home,513,251074,112,Yes,Medium
2725,31,24326,Self-employed,Rented,464,472552,217,Yes,High
2726,37,41665,Salaried,Parental Home,439,369373,12,Yes,Very High
2727,35,11974,Salaried,Parental Home,669,48952,235,Yes,High
2728,27,20500,Unemployed,Parental Home,619,220578,81,Yes,High
2729,42,4750,Unemployed,Owned,708,203727,161,No,High
2730,19,7027,Salaried,Parental Home,737,488705,226,Yes,High
2731,42,47296,Salaried,Owned,312,67959,321,Yes,Very High
2732,50,8745,Self-employed,Owned,800,389184,153,Yes,Low
2733,53,24448,Self-employed,Owned,325,422925,25,No,Very High
2734,48,45447,Self-employed,Rented,833,73781,210,No,Medium
2735,31,31451,Self-employed,Parental Home,375,31392,30,No,Medium
2736,18,31207,Salaried,Owned,665,455145,326,Yes,Low
2737,63,8938,Salaried,Rented,790,42256,161,No,Medium
2738,33,15150,Salaried,Rented,391,106439,273,Yes,Very High
2739,63,16406,Self-employed,Rented,565,298859,330,No,Medium
2740,69,22781,Salaried,Owned,798,124198,344,Yes,Medium
2741,20,40621,Unemployed,Owned,469,11546,85,Yes,High
2742,52,21325,Self-employed,Owned,645,399352,277,Yes,Very High
2743,58,6148,Unemployed,Rented,527,93128,304,No,High
2744,23,31879,Self-employed,Owned,502,154207,156,No,Low
2745,42,10933,Salaried,Parental Home,745,206569,144,No,Very High
2746,30,12436,Self-employed,Owned,817,306456,159,No,High
2747,51,20669,Unemployed,Owned,431,438571,90,No,Very High
2748,25,9474,Self-employed,Parental Home,544,84756,320,Yes,Medium
2749,38,14228,Unemployed,Owned,390,489666,226,Yes,Low
2750,51,36538,Salaried,Owned,425,282592,44,No,Medium
2751,21,4843,Unemployed,Owned,771,380542,205,Yes,Medium
2752,42,3073,Salaried,Owned,541,310995,189,No,Very High
2753,32,19059,Unemployed,Rented,801,85532,299,Yes,Low
2754,21,23733,Salaried,Owned,686,44268,346,Yes,Very High
2755,62,43768,Unemployed,Parental Home,306,304885,212,No,Medium
2756,29,28395,Salaried,Parental Home,387,260936,14,Yes,Low
2757,49,23202,Salaried,Rented,444,153207,64,No,Low
2758,49,16273,Salaried,Owned,750,237965,269,Yes,Medium
2759,45,36099,Unemployed,Parental Home,630,5748,132,Yes,Very High
2760,30,10512,Unemployed,Rented,463,87186,161,Yes,Medium
2761,48,31231,Salaried,Owned,641,398039,164,Yes,Medium
2762,31,26274,Self-employed,Rented,300,115997,228,No,Medium
2763,37,40699,Salaried,Owned,419,483957,146,No,Very High
2764,35,48510,Self-employed,Rented,763,484370,267,Yes,Low
2765,46,25409,Salaried,Rented,761,47148,73,No,High
2766,23,49194,Unemployed,Parental Home,348,27297,298,No,Medium
2767,49,8113,Self-employed,Parental Home,626,68160,74,No,Low
2768,46,44187,Unemployed,Rented,773,44577,304,Yes,High
2769,60,5881,Self-employed,Owned,667,434161,79,No,Low
2770,19,48913,Self-employed,Owned,586,319516,236,No,Very High
2771,40,49324,Self-employed,Owned,323,265280,346,No,High
2772,36,22249,Self-employed,Owned,592,321825,148,No,High
2773,48,38343,Unemployed,Owned,748,425622,57,Yes,High
2774,68,15714,Self-employed,Parental Home,362,153158,106,Yes,Medium
2775,22,41953,Salaried,Rented,757,14890,301,No,High
2776,36,11656,Salaried,Parental Home,829,380690,258,No,Very High
2777,51,8741,Self-employed,Owned,712,37968,327,No,Very High
2778,27,19661,Unemployed,Rented,559,460273,303,Yes,High
2779,42,34555,Unemployed,Owned,483,164446,225,No,Low
2780,19,31690,Self-employed,Owned,347,152267,267,No,Medium
2781,28,35833,Unemployed,Rented,446,52323,59,Yes,Low
2782,67,40030,Unemployed,Owned,708,345824,104,Yes,Medium
2783,48,8704,Unemployed,Parental Home,739,434525,17,No,Medium
2784,32,44362,Self-employed,Parental Home,757,477792,204,Yes,Very High
2785,26,15175,Salaried,Parental Home,528,77691,114,Yes,Medium
2786,40,15696,Salaried,Owned,583,342881,85,Yes,High
2787,36,42023,Salaried,Parental Home,644,139577,85,Yes,Medium
2788,26,43209,Salaried,Owned,563,65444,124,Yes,Very High
2789,52,31054,Salaried,Owned,677,479861,163,Yes,Very High
2790,38,24076,Unemployed,Parental Home,402,172999,274,Yes,Medium
2791,26,17986,Unemployed,Parental Home,322,12080,97,Yes,Medium
2792,45,49118,Unemployed,Owned,592,411623,69,No,Medium
2793,63,17440,Self-employed,Owned,566,164385,160,No,Low
2794,68,10960,Unemployed,Owned,828,224675,225,Yes,High
2795,24,25462,Salaried,Owned,775,77189,311,No,Medium
2796,33,20821,Unemployed,Parental Home,750,329947,292,No,High
2797,33,30258,Salaried,Owned,584,129591,106,No,Very High
2798,50,30353,Unemployed,Owned,612,443522,219,Yes,High
2799,21,26416,Salaried,Owned,461,490057,154,No,Medium
2800,21,25115,Unemployed,Owned,421,131230,94,No,Very High
2801,56,49433,Salaried,Owned,780,50094,63,No,Medium
2802,57,27968,Salaried,Rented,411,152524,28,No,High
2803,34,25731,Self-employed,Rented,538,278527,229,Yes,High
2804,54,25785,Unemployed,Rented,509,456669,239,No,Low
2805,56,42397,Salaried,Parental Home,648,322616,303,No,High
2806,69,16828,Unemployed,Owned,810,401234,212,No,Very High
2807,46,7541,Salaried,Parental Home,301,7653,93,Yes,Medium
2808,69,43644,Self-employed,Owned,760,247779,139,No,High
2809,53,16311,Self-employed,Rented,781,330712,91,Yes,Medium
2810,55,33531,Self-employed,Owned,540,29916,200,Yes,Low
2811,56,17588,Self-employed,Parental Home,353,406828,167,Yes,Medium
2812,67,15380,Salaried,Parental Home,766,351339,327,No,Medium
2813,54,45645,Unemployed,Owned,408,498438,171,Yes,High
2814,69,20818,Self-employed,Parental Home,579,103776,253,Yes,High
2815,52,33857,Self-employed,Rented,356,244703,325,Yes,Medium
2816,24,24711,Self-employed,Owned,513,205029,93,No,Low
2817,44,8097,Unemployed,Rented,807,348679,55,No,Very High
2818,45,31393,Salaried,Rented,327,420529,173,Yes,Very High
2819,39,25076,Salaried,Parental Home,503,379973,232,No,Very High
2820,31,21738,Salaried,Owned,844,116458,160,No,Very High
2821,24,32317,Salaried,Rented,608,261980,135,No,Medium
2822,54,42229,Unemployed,Rented,827,453133,12,Yes,Medium
2823,39,10044,Unemployed,Owned,642,132956,194,No,Medium
2824,22,8497,Unemployed,Parental Home,517,216079,219,No,Medium
2825,19,16751,Self-employed,Rented,386,250060,108,Yes,Low
2826,44,32882,Unemployed,Owned,330,170927,32,Yes,Medium
2827,38,45072,Salaried,Owned,399,45585,234,No,Medium
2828,55,46194,Unemployed,Rented,614,164006,59,No,Medium
2829,32,46826,Self-employed,Rented,794,291713,43,Yes,High
2830,38,25449,Salaried,Rented,770,418469,299,No,Very High
2831,27,47028,Unemployed,Parental Home,814,364346,141,Yes,High
2832,40,36402,Salaried,Parental Home,630,59868,289,Yes,Low
2833,56,35543,Salaried,Owned,493,424235,256,No,Low
2834,22,32362,Unemployed,Owned,490,12996,63,Yes,Very High
2835,18,30315,Unemployed,Rented,551,297581,220,No,Very High
2836,30,30746,Self-employed,Owned,300,331946,241,No,Medium
2837,38,13057,Unemployed,Parental Home,758,286915,197,Yes,Very High
2838,43,49113,Unemployed,Owned,389,195239,173,No,Low
2839,67,45915,Unemployed,Owned,817,55009,210,No,Medium
2840,62,24061,Salaried,Rented,782,398347,290,Yes,Low
2841,38,37157,Self-employed,Rented,415,24299,44,No,High
2842,35,48839,Salaried,Parental Home,372,214636,30,Yes,Medium
2843,54,14322,Unemployed,Owned,455,253346,132,Yes,Medium
2844,62,7276,Self-employed,Owned,368,499894,80,No,High
2845,49,15306,Unemployed,Owned,770,433015,304,No,Low
2846,53,37017,Salaried,Rented,791,39693,226,No,Very High
2847,34,30742,Salaried,Parental Home,599,170841,134,No,Medium
2848,52,34600,Unemployed,Owned,443,402593,291,Yes,Very High
2849,66,20629,Self-employed,Owned,505,290163,65,No,High
2850,28,11245,Salaried,Owned,706,162975,32,No,Low
2851,38,34414,Unemployed,Owned,596,16763,108,No,Low
2852,69,46870,Unemployed,Parental Home,828,258126,357,Yes,Low
2853,43,33098,Unemployed,Parental Home,436,10494,149,Yes,Very High
2854,21,13588,Self-employed,Parental Home,518,278707,53,Yes,Very High
2855,51,3442,Unemployed,Rented,817,492309,257,No,Very High
2856,69,42744,Unemployed,Owned,747,231188,39,Yes,Very High
2857,65,40443,Salaried,Owned,431,38433,69,Yes,Medium
2858,35,14803,Unemployed,Owned,662,297138,138,No,Very High
2859,57,43721,Self-employed,Owned,643,355762,274,No,High
2860,52,40145,Unemployed,Parental Home,317,387273,155,Yes,Medium
2861,58,13599,Self-employed,Rented,715,329717,104,Yes,Low
2862,46,10058,Unemployed,Rented,840,285174,46,No,Very High
2863,69,20206,Unemployed,Owned,452,345438,103,No,Very High
2864,46,14894,Unemployed,Parental Home,631,468259,274,Yes,Medium
2865,55,5939,Self-employed,Rented,618,329096,25,Yes,Low
2866,59,25149,Salaried,Rented,498,452967,326,Yes,Low
2867,38,4031,Self-employed,Owned,825,6163,329,Yes,High
2868,59,13208,Salaried,Rented,309,204533,213,Yes,Medium
2869,30,3562,Self-employed,Owned,438,28217,333,No,High
2870,66,46498,Unemployed,Parental Home,466,495420,289,No,Medium
2871,58,23951,Unemployed,Owned,446,422271,155,Yes,Medium
2872,34,49766,Salaried,Rented,702,347075,310,No,Medium
2873,26,31351,Salaried,Owned,744,346174,256,No,Low
2874,58,21680,Self-employed,Owned,369,427306,23,No,High
2875,18,24586,Self-employed,Owned,627,42820,82,No,High
2876,19,12308,Salaried,Owned,528,371361,195,No,Very High
2877,65,12609,Salaried,Owned,618,279334,115,Yes,High
